日期,设备ID,理论产能(瓶),实际产能(瓶),产能利用率,运行效率,综合效率(OEE),故障次数,总故障时长(小时),备注
2025/6/22,PACKAGER_A_05,576000,213778,0.371,0.938,0.289,0,0,
2025/6/22,PACKAGER_A_06,576000,213778,0.371,0.938,0.289,0,0,
2025/6/22,PACKAGER_B_01,576000,213778,0.371,0.938,0.289,0,0,
2025/6/22,PACKAGER_B_02,576000,213778,0.371,0.938,0.289,0,0,
2025/6/22,PACKAGER_B_03,576000,213778,0.371,0.938,0.289,0,0,
2025/6/22,PACKAGER_B_04,576000,213778,0.371,0.938,0.289,0,0,
2025/6/22,PACKAGER_B_05,576000,213778,0.371,0.938,0.289,0,0,
2025/6/22,PACKAGER_B_06,576000,213778,0.371,0.938,0.289,0,0,
2025/6/22,FILLER_01,537600,144305,0.268,0.938,0.247,0,0,
2025/6/22,FILLER_02,537600,144305,0.268,0.938,0.247,0,0,
2025/6/22,FILLER_03,537600,144305,0.268,0.938,0.247,0,0,
2025/6/22,FILLER_04,537600,144305,0.268,0.938,0.247,0,0,
2025/6/22,FILLER_05,537600,144305,0.268,0.938,0.247,0,0,
2025/6/22,FILLER_06,537600,144305,0.268,0.938,0.247,0,0,
2025/6/22,FILLER_07,537600,144305,0.268,0.938,0.247,0,0,
2025/6/22,FILLER_08,537600,144305,0.268,0.938,0.247,0,0,
2025/6/22,FILLER_09,537600,144305,0.268,0.0,0.0,0,0,
2025/6/22,FILLER_10,537600,144305,0.268,0.938,0.247,0,0,
2025/6/22,FILLER_11,537600,144305,0.268,0.938,0.247,0,0,
2025/6/22,STERILIZER_01,556800,792691,1.0,0.938,0.919,0,0,
2025/6/22,STERILIZER_02,556800,792691,1.0,0.938,0.919,0,0,
2025/6/23,PACKAGER_A_01,576000,131495,0.228,0.938,0.178,0,0,
2025/6/23,PACKAGER_A_02,576000,131495,0.228,0.938,0.178,0,0,
2025/6/23,PACKAGER_A_03,576000,131495,0.228,0.938,0.178,0,0,
2025/6/23,PACKAGER_A_04,576000,131495,0.228,0.938,0.178,0,0,
2025/6/23,PACKAGER_A_05,576000,131495,0.228,0.938,0.178,0,0,
2025/6/23,PACKAGER_A_06,576000,131495,0.228,0.938,0.178,0,0,
2025/6/23,PACKAGER_B_01,576000,131495,0.228,0.938,0.178,0,0,
2025/6/23,PACKAGER_B_02,576000,131495,0.228,0.938,0.178,0,0,
2025/6/23,PACKAGER_B_03,576000,131495,0.228,0.938,0.178,0,0,
2025/6/23,PACKAGER_B_04,576000,131495,0.228,0.938,0.178,0,0,
2025/6/23,PACKAGER_B_05,576000,131495,0.228,0.938,0.178,0,0,
2025/6/23,PACKAGER_B_06,576000,131495,0.228,0.938,0.178,0,0,
2025/6/23,FILLER_01,537600,289809,0.539,0.938,0.495,0,0,
2025/6/23,FILLER_02,537600,289809,0.539,0.938,0.495,0,0,
2025/6/23,FILLER_03,537600,289809,0.539,0.938,0.495,0,0,
2025/6/23,FILLER_04,537600,289809,0.539,0.938,0.495,0,0,
2025/6/23,FILLER_05,537600,289809,0.539,0.938,0.495,0,0,
2025/6/23,FILLER_06,537600,289809,0.539,0.938,0.495,0,0,
2025/6/23,FILLER_07,537600,289809,0.539,0.938,0.495,0,0,
2025/6/23,FILLER_08,537600,289809,0.539,0.938,0.495,0,0,
2025/6/23,FILLER_09,537600,289809,0.539,0.938,0.495,0,0,
2025/6/23,FILLER_10,537600,289809,0.539,0.938,0.495,0,0,
2025/6/23,FILLER_11,537600,289809,0.539,0.938,0.495,0,0,
2025/6/23,STERILIZER_01,556800,1590340,1.0,0.938,0.919,0,0,
2025/6/23,STERILIZER_02,556800,1590340,1.0,0.938,0.919,0,0,
2025/6/24,PACKAGER_A_01,576000,339676,0.59,0.0,0.0,0,0,
2025/6/24,PACKAGER_A_02,576000,339676,0.59,0.938,0.459,0,0,
2025/6/24,PACKAGER_A_03,576000,339676,0.59,0.938,0.459,0,0,
2025/6/24,PACKAGER_A_04,576000,339676,0.59,0.938,0.459,0,0,
2025/6/24,PACKAGER_A_05,576000,339676,0.59,0.938,0.459,0,0,
2025/6/24,PACKAGER_A_06,576000,339676,0.59,0.938,0.459,0,0,
2025/6/24,PACKAGER_B_01,576000,339676,0.59,0.938,0.459,0,0,
2025/6/24,PACKAGER_B_02,576000,339676,0.59,0.938,0.459,0,0,
2025/6/24,PACKAGER_B_03,576000,339676,0.59,0.938,0.459,0,0,
2025/6/24,PACKAGER_B_04,576000,339676,0.59,0.938,0.459,0,0,
2025/6/24,PACKAGER_B_05,576000,339676,0.59,0.938,0.459,0,0,
2025/6/24,PACKAGER_B_06,576000,339676,0.59,0.938,0.459,0,0,
2025/6/24,FILLER_01,537600,328074,0.61,0.938,0.561,0,0,
2025/6/24,FILLER_02,537600,328074,0.61,0.938,0.561,0,0,
2025/6/24,FILLER_03,537600,328074,0.61,0.938,0.561,0,0,
2025/6/24,FILLER_04,537600,328074,0.61,0.938,0.561,0,0,
2025/6/24,FILLER_05,537600,328074,0.61,0.938,0.561,0,0,
2025/6/24,FILLER_06,537600,328074,0.61,0.938,0.561,0,0,
2025/6/24,FILLER_07,537600,328074,0.61,0.938,0.561,0,0,
2025/6/24,FILLER_08,537600,328074,0.61,0.938,0.561,0,0,
2025/6/24,FILLER_09,537600,328074,0.61,0.938,0.561,0,0,
2025/6/24,FILLER_10,537600,328074,0.61,0.938,0.561,0,0,
2025/6/24,FILLER_11,537600,328074,0.61,0.938,0.561,0,0,
2025/6/24,STERILIZER_01,556800,1800356,1.0,0.938,0.919,0,0,
2025/6/24,STERILIZER_02,556800,1800356,1.0,0.938,0.919,0,0,
2025/6/25,PACKAGER_A_01,576000,382521,0.664,0.938,0.517,0,0,
2025/6/25,PACKAGER_A_02,576000,382521,0.664,0.938,0.517,0,0,
2025/6/25,PACKAGER_A_03,576000,382521,0.664,0.938,0.517,0,0,
2025/6/25,PACKAGER_A_04,576000,382521,0.664,0.938,0.517,0,0,
2025/6/25,PACKAGER_A_05,576000,382521,0.664,0.938,0.517,0,0,
2025/6/25,PACKAGER_A_06,576000,382521,0.664,0.938,0.517,0,0,
2025/6/25,PACKAGER_B_01,576000,382521,0.664,0.938,0.517,0,0,
2025/6/25,PACKAGER_B_02,576000,382521,0.664,0.938,0.517,0,0,
2025/6/25,PACKAGER_B_03,576000,382521,0.664,0.938,0.517,0,0,
2025/6/25,PACKAGER_B_04,576000,382521,0.664,0.938,0.517,0,0,
2025/6/25,PACKAGER_B_05,576000,382521,0.664,0.938,0.517,0,0,
2025/6/25,PACKAGER_B_06,576000,382521,0.664,0.938,0.517,0,0,
2025/6/25,FILLER_01,537600,438013,0.815,0.938,0.749,0,0,
2025/6/25,FILLER_02,537600,438013,0.815,0.938,0.749,0,0,
2025/6/25,FILLER_03,537600,438013,0.815,0.938,0.749,0,0,
2025/6/25,FILLER_04,537600,438013,0.815,0.938,0.749,0,0,
2025/6/25,FILLER_05,537600,438013,0.815,0.938,0.749,0,0,
2025/6/25,FILLER_06,537600,438013,0.815,0.938,0.749,0,0,
2025/6/25,FILLER_07,537600,438013,0.815,0.938,0.749,0,0,
2025/6/25,FILLER_08,537600,438013,0.815,0.0,0.0,0,0,
2025/6/25,FILLER_09,537600,438013,0.815,0.938,0.749,0,0,
2025/6/25,FILLER_10,537600,438013,0.815,0.938,0.749,0,0,
2025/6/25,FILLER_11,537600,438013,0.815,0.938,0.749,0,0,
2025/6/25,STERILIZER_01,556800,2403705,1.0,0.938,0.919,0,0,
2025/6/25,STERILIZER_02,556800,2403705,1.0,0.938,0.919,0,0,
2025/6/26,PACKAGER_A_01,576000,345445,0.6,0.0,0.0,0,0,
2025/6/26,PACKAGER_A_02,576000,345445,0.6,0.938,0.467,0,0,
2025/6/26,PACKAGER_A_03,576000,345445,0.6,0.938,0.467,0,0,
2025/6/26,PACKAGER_A_04,576000,345445,0.6,0.938,0.467,0,0,
2025/6/26,PACKAGER_A_05,576000,345445,0.6,0.938,0.467,0,0,
2025/6/26,PACKAGER_A_06,576000,345445,0.6,0.938,0.467,0,0,
2025/6/26,PACKAGER_B_01,576000,345445,0.6,0.938,0.467,0,0,
2025/6/26,PACKAGER_B_02,576000,345445,0.6,0.938,0.467,0,0,
2025/6/26,PACKAGER_B_03,576000,345445,0.6,0.938,0.467,0,0,
2025/6/26,PACKAGER_B_04,576000,345445,0.6,0.938,0.467,0,0,
2025/6/26,PACKAGER_B_05,576000,345445,0.6,0.938,0.467,0,0,
2025/6/26,PACKAGER_B_06,576000,345445,0.6,0.938,0.467,0,0,
2025/6/26,FILLER_01,537600,367517,0.684,0.938,0.628,0,0,
2025/6/26,FILLER_02,537600,367517,0.684,0.938,0.628,0,0,
2025/6/26,FILLER_03,537600,367517,0.684,0.938,0.628,0,0,
2025/6/26,FILLER_04,537600,367517,0.684,0.938,0.628,0,0,
2025/6/26,FILLER_05,537600,367517,0.684,0.938,0.628,0,0,
2025/6/26,FILLER_06,537600,367517,0.684,0.938,0.628,0,0,
2025/6/26,FILLER_07,537600,367517,0.684,0.938,0.628,0,0,
2025/6/26,FILLER_08,537600,367517,0.684,0.938,0.628,0,0,
2025/6/26,FILLER_09,537600,367517,0.684,0.938,0.628,0,0,
2025/6/26,FILLER_10,537600,367517,0.684,0.0,0.0,0,0,
2025/6/26,FILLER_11,537600,367517,0.684,0.938,0.628,0,0,
2025/6/26,STERILIZER_01,556800,2016875,1.0,0.938,0.919,0,0,
2025/6/26,STERILIZER_02,556800,2016875,1.0,0.938,0.919,0,0,
2025/6/27,PACKAGER_A_01,576000,325408,0.565,0.938,0.44,0,0,
2025/6/27,PACKAGER_A_02,576000,325408,0.565,0.938,0.44,0,0,
2025/6/27,PACKAGER_A_03,576000,325408,0.565,0.938,0.44,0,0,
2025/6/27,PACKAGER_A_04,576000,325408,0.565,0.938,0.44,0,0,
2025/6/27,PACKAGER_A_05,576000,325408,0.565,0.0,0.0,0,0,
2025/6/27,PACKAGER_A_06,576000,325408,0.565,0.938,0.44,0,0,
2025/6/27,PACKAGER_B_01,576000,325408,0.565,0.938,0.44,0,0,
2025/6/27,PACKAGER_B_02,576000,325408,0.565,0.938,0.44,0,0,
2025/6/27,PACKAGER_B_03,576000,325408,0.565,0.938,0.44,0,0,
2025/6/27,PACKAGER_B_04,576000,325408,0.565,0.938,0.44,0,0,
2025/6/27,PACKAGER_B_05,576000,325408,0.565,0.0,0.0,0,0,
2025/6/27,PACKAGER_B_06,576000,325408,0.565,0.938,0.44,0,0,
2025/6/27,FILLER_01,537600,365789,0.68,0.938,0.625,0,0,
2025/6/27,FILLER_02,537600,365789,0.68,0.938,0.625,0,0,
2025/6/27,FILLER_03,537600,365789,0.68,0.938,0.625,0,0,
2025/6/27,FILLER_04,537600,365789,0.68,0.938,0.625,0,0,
2025/6/27,FILLER_05,537600,365789,0.68,0.938,0.625,0,0,
2025/6/27,FILLER_06,537600,365789,0.68,0.938,0.625,0,0,
2025/6/27,FILLER_07,537600,365789,0.68,0.938,0.625,0,0,
2025/6/27,FILLER_08,537600,365789,0.68,0.938,0.625,0,0,
2025/6/27,FILLER_09,537600,365789,0.68,0.938,0.625,0,0,
2025/6/27,FILLER_10,537600,365789,0.68,0.938,0.625,0,0,
2025/6/27,FILLER_11,537600,365789,0.68,0.938,0.625,0,0,
2025/6/27,STERILIZER_01,556800,2007395,1.0,0.938,0.919,0,0,
2025/6/27,STERILIZER_02,556800,2007395,1.0,0.938,0.919,0,0,
2025/6/28,PACKAGER_A_01,576000,333126,0.578,0.938,0.45,0,0,
2025/6/28,PACKAGER_A_02,576000,333126,0.578,0.938,0.45,0,0,
2025/6/28,PACKAGER_A_03,576000,333126,0.578,0.938,0.45,0,0,
2025/6/28,PACKAGER_A_04,576000,333126,0.578,0.938,0.45,0,0,
2025/6/28,PACKAGER_A_05,576000,333126,0.578,0.938,0.45,0,0,
2025/6/28,PACKAGER_A_06,576000,333126,0.578,0.938,0.45,0,0,
2025/6/28,PACKAGER_B_01,576000,333126,0.578,0.938,0.45,0,0,
2025/6/28,PACKAGER_B_02,576000,333126,0.578,0.938,0.45,0,0,
2025/6/28,PACKAGER_B_03,576000,333126,0.578,0.938,0.45,0,0,
2025/6/28,PACKAGER_B_04,576000,333126,0.578,0.938,0.45,0,0,
2025/6/28,PACKAGER_B_05,576000,333126,0.578,0.938,0.45,0,0,
2025/6/28,PACKAGER_B_06,576000,333126,0.578,0.938,0.45,0,0,
2025/6/28,FILLER_01,537600,366477,0.682,0.938,0.626,0,0,
2025/6/28,FILLER_02,537600,366477,0.682,0.938,0.626,0,0,
2025/6/28,FILLER_03,537600,366477,0.682,0.938,0.626,0,0,
2025/6/28,FILLER_04,537600,366477,0.682,0.938,0.626,0,0,
2025/6/28,FILLER_05,537600,366477,0.682,0.938,0.626,0,0,
2025/6/28,FILLER_06,537600,366477,0.682,0.938,0.626,0,0,
2025/6/28,FILLER_07,537600,366477,0.682,0.938,0.626,0,0,
2025/6/28,FILLER_08,537600,366477,0.682,0.938,0.626,0,0,
2025/6/28,FILLER_09,537600,366477,0.682,0.938,0.626,0,0,
2025/6/28,FILLER_10,537600,366477,0.682,0.938,0.626,0,0,
2025/6/28,FILLER_11,537600,366477,0.682,0.938,0.626,0,0,
2025/6/28,STERILIZER_01,556800,2011137,1.0,0.938,0.919,0,0,
2025/6/28,STERILIZER_02,556800,2011137,1.0,0.938,0.919,0,0,
2025/6/29,PACKAGER_A_01,576000,125418,0.218,0.938,0.169,0,0,
2025/6/29,PACKAGER_A_02,576000,125418,0.218,0.938,0.169,0,0,
2025/6/29,PACKAGER_A_03,576000,125418,0.218,0.0,0.0,0,0,
2025/6/29,PACKAGER_A_04,576000,125418,0.218,0.938,0.169,0,0,
2025/6/29,PACKAGER_A_05,576000,125418,0.218,0.938,0.169,0,0,
2025/6/29,PACKAGER_A_06,576000,125418,0.218,0.938,0.169,0,0,
2025/6/29,PACKAGER_B_01,576000,125418,0.218,0.938,0.169,0,0,
2025/6/29,PACKAGER_B_02,576000,125418,0.218,0.938,0.169,0,0,
2025/6/29,PACKAGER_B_03,576000,125418,0.218,0.938,0.169,0,0,
2025/6/29,PACKAGER_B_04,576000,125418,0.218,0.938,0.169,0,0,
2025/6/29,PACKAGER_B_05,576000,125418,0.218,0.938,0.169,0,0,
2025/6/29,PACKAGER_B_06,576000,125418,0.218,0.938,0.169,0,0,
2025/6/29,FILLER_01,537600,74079,0.138,0.938,0.127,0,0,
2025/6/29,FILLER_02,537600,74079,0.138,0.938,0.127,0,0,
2025/6/29,FILLER_03,537600,74079,0.138,0.938,0.127,0,0,
2025/6/29,FILLER_04,537600,74079,0.138,0.938,0.127,0,0,
2025/6/29,FILLER_05,537600,74079,0.138,0.938,0.127,0,0,
2025/6/29,FILLER_06,537600,74079,0.138,0.938,0.127,0,0,
2025/6/29,FILLER_07,537600,74079,0.138,0.938,0.127,0,0,
2025/6/29,FILLER_08,537600,74079,0.138,0.938,0.127,0,0,
2025/6/29,FILLER_09,537600,74079,0.138,0.938,0.127,0,0,
2025/6/29,FILLER_10,537600,74079,0.138,0.938,0.127,0,0,
2025/6/29,FILLER_11,537600,74079,0.138,0.938,0.127,0,0,
2025/6/29,STERILIZER_01,556800,406541,0.73,0.938,0.671,0,0,
2025/6/29,STERILIZER_02,556800,406541,0.73,0.938,0.671,0,0,
2025/6/3,PACKAGER_A_01,576000,157840,0.274,0.938,0.213,0,0,
2025/6/3,PACKAGER_A_02,576000,157840,0.274,0.938,0.213,0,0,
2025/6/3,PACKAGER_A_03,576000,157840,0.274,0.938,0.213,0,0,
2025/6/3,PACKAGER_A_04,576000,157840,0.274,0.0,0.0,0,0,
2025/6/3,PACKAGER_A_05,576000,157840,0.274,0.938,0.213,0,0,
2025/6/3,PACKAGER_A_06,576000,157840,0.274,0.938,0.213,0,0,
2025/6/3,PACKAGER_B_01,576000,157840,0.274,0.938,0.213,0,0,
2025/6/3,PACKAGER_B_02,576000,157840,0.274,0.938,0.213,0,0,
2025/6/3,PACKAGER_B_03,576000,157840,0.274,0.938,0.213,0,0,
2025/6/3,PACKAGER_B_04,576000,157840,0.274,0.938,0.213,0,0,
2025/6/3,PACKAGER_B_05,576000,157840,0.274,0.938,0.213,0,0,
2025/6/3,PACKAGER_B_06,576000,157840,0.274,0.938,0.213,0,0,
2025/6/3,FILLER_01,537600,435693,0.81,0.938,0.745,0,0,
2025/6/3,FILLER_02,537600,435693,0.81,0.938,0.745,0,0,
2025/6/3,FILLER_03,537600,435693,0.81,0.938,0.745,0,0,
2025/6/3,FILLER_04,537600,435693,0.81,0.938,0.745,0,0,
2025/6/3,FILLER_05,537600,435693,0.81,0.938,0.745,0,0,
2025/6/3,FILLER_06,537600,435693,0.81,0.938,0.745,0,0,
2025/6/3,FILLER_07,537600,435693,0.81,0.938,0.745,0,0,
2025/6/3,FILLER_08,537600,435693,0.81,0.938,0.745,0,0,
2025/6/3,FILLER_09,537600,435693,0.81,0.938,0.745,0,0,
2025/6/3,FILLER_10,537600,435693,0.81,0.938,0.745,0,0,
2025/6/3,FILLER_11,537600,435693,0.81,0.938,0.745,0,0,
2025/6/3,STERILIZER_01,556800,2393901,1.0,0.938,0.919,0,0,
2025/6/3,STERILIZER_02,556800,2393901,1.0,0.938,0.919,0,0,
2025/6/30,PACKAGER_A_01,576000,212877,0.37,0.938,0.288,0,0,
2025/6/30,PACKAGER_A_02,576000,212877,0.37,0.938,0.288,0,0,
2025/6/30,PACKAGER_A_03,576000,212877,0.37,0.938,0.288,0,0,
2025/6/30,PACKAGER_A_04,576000,212877,0.37,0.938,0.288,0,0,
2025/6/30,PACKAGER_A_05,576000,212877,0.37,0.938,0.288,0,0,
2025/6/30,PACKAGER_A_06,576000,212877,0.37,0.938,0.288,0,0,
2025/6/30,PACKAGER_B_01,576000,212877,0.37,0.938,0.288,0,0,
2025/6/30,PACKAGER_B_02,576000,212877,0.37,0.938,0.288,0,0,
2025/6/30,PACKAGER_B_03,576000,212877,0.37,0.938,0.288,0,0,
2025/6/30,PACKAGER_B_04,576000,212877,0.37,0.938,0.288,0,0,
2025/6/30,PACKAGER_B_05,576000,212877,0.37,0.938,0.288,0,0,
2025/6/30,PACKAGER_B_06,576000,212877,0.37,0.938,0.288,0,0,
2025/6/30,FILLER_01,537600,219745,0.409,0.938,0.376,0,0,
2025/6/30,FILLER_02,537600,219745,0.409,0.0,0.0,0,0,
2025/6/30,FILLER_03,537600,219745,0.409,0.938,0.376,0,0,
2025/6/30,FILLER_04,537600,219745,0.409,0.938,0.376,0,0,
2025/6/30,FILLER_05,537600,219745,0.409,0.938,0.376,0,0,
2025/6/30,FILLER_06,537600,219745,0.409,0.938,0.376,0,0,
2025/6/30,FILLER_07,537600,219745,0.409,0.938,0.376,0,0,
2025/6/30,FILLER_08,537600,219745,0.409,0.938,0.376,0,0,
2025/6/30,FILLER_09,537600,219745,0.409,0.938,0.376,0,0,
2025/6/30,FILLER_10,537600,219745,0.409,0.938,0.376,0,0,
2025/6/30,FILLER_11,537600,219745,0.409,0.938,0.376,0,0,
2025/6/30,STERILIZER_01,556800,1205872,1.0,0.938,0.919,0,0,
2025/6/30,STERILIZER_02,556800,1205872,1.0,0.938,0.919,0,0,
2025/6/4,PACKAGER_A_01,576000,365230,0.634,0.938,0.493,0,0,
2025/6/4,PACKAGER_A_02,576000,365230,0.634,0.938,0.493,0,0,
2025/6/4,PACKAGER_A_03,576000,365230,0.634,0.938,0.493,0,0,
2025/6/4,PACKAGER_A_04,576000,365230,0.634,0.0,0.0,0,0,
2025/6/4,PACKAGER_A_05,576000,365230,0.634,0.0,0.0,0,0,
2025/6/4,PACKAGER_A_06,576000,365230,0.634,0.938,0.493,0,0,
2025/6/4,PACKAGER_B_01,576000,365230,0.634,0.938,0.493,0,0,
2025/6/4,PACKAGER_B_02,576000,365230,0.634,0.938,0.493,0,0,
2025/6/4,PACKAGER_B_03,576000,365230,0.634,0.938,0.493,0,0,
2025/6/4,PACKAGER_B_04,576000,365230,0.634,0.938,0.493,0,0,
2025/6/4,PACKAGER_B_05,576000,365230,0.634,0.938,0.493,0,0,
2025/6/4,PACKAGER_B_06,576000,365230,0.634,0.938,0.493,0,0,
2025/6/4,FILLER_01,537600,291207,0.542,0.938,0.498,0,0,
2025/6/4,FILLER_02,537600,291207,0.542,0.938,0.498,0,0,
2025/6/4,FILLER_03,537600,291207,0.542,0.938,0.498,0,0,
2025/6/4,FILLER_04,537600,291207,0.542,0.938,0.498,0,0,
2025/6/4,FILLER_05,537600,291207,0.542,0.938,0.498,0,0,
2025/6/4,FILLER_06,537600,291207,0.542,0.938,0.498,0,0,
2025/6/4,FILLER_07,537600,291207,0.542,0.938,0.498,0,0,
2025/6/4,FILLER_08,537600,291207,0.542,0.938,0.498,0,0,
2025/6/4,FILLER_09,537600,291207,0.542,0.938,0.498,0,0,
2025/6/4,FILLER_10,537600,291207,0.542,0.938,0.498,0,0,
2025/6/4,FILLER_11,537600,291207,0.542,0.938,0.498,0,0,
2025/6/4,STERILIZER_01,556800,1600042,1.0,0.938,0.919,0,0,
2025/6/4,STERILIZER_02,556800,1600042,1.0,0.938,0.919,0,0,
2025/6/5,PACKAGER_A_01,576000,531740,0.923,0.938,0.718,0,0,
2025/6/5,PACKAGER_A_02,576000,531740,0.923,0.938,0.718,0,0,
2025/6/5,PACKAGER_A_03,576000,531740,0.923,0.938,0.718,0,0,
2025/6/5,PACKAGER_A_04,576000,531740,0.923,0.938,0.718,0,0,
2025/6/5,PACKAGER_A_05,576000,531740,0.923,0.938,0.718,0,0,
2025/6/5,PACKAGER_A_06,576000,531740,0.923,0.938,0.718,0,0,
2025/6/5,PACKAGER_B_01,576000,531740,0.923,0.938,0.718,0,0,
2025/6/5,PACKAGER_B_02,576000,531740,0.923,0.938,0.718,0,0,
2025/6/5,PACKAGER_B_03,576000,531740,0.923,0.938,0.718,0,0,
2025/6/5,PACKAGER_B_04,576000,531740,0.923,0.938,0.718,0,0,
2025/6/5,PACKAGER_B_05,576000,531740,0.923,0.938,0.718,0,0,
2025/6/5,PACKAGER_B_06,576000,531740,0.923,0.938,0.718,0,0,
2025/6/5,FILLER_01,537600,434678,0.809,0.938,0.743,0,0,
2025/6/5,FILLER_02,537600,434678,0.809,0.938,0.743,0,0,
2025/6/5,FILLER_03,537600,434678,0.809,0.938,0.743,0,0,
2025/6/5,FILLER_04,537600,434678,0.809,0.938,0.743,0,0,
2025/6/5,FILLER_05,537600,434678,0.809,0.938,0.743,0,0,
2025/6/5,FILLER_06,537600,434678,0.809,0.938,0.743,0,0,
2025/6/5,FILLER_07,537600,434678,0.809,0.938,0.743,0,0,
2025/6/5,FILLER_08,537600,434678,0.809,0.938,0.743,0,0,
2025/6/5,FILLER_09,537600,434678,0.809,0.0,0.0,0,0,
2025/6/5,FILLER_10,537600,434678,0.809,0.938,0.743,0,0,
2025/6/5,FILLER_11,537600,434678,0.809,0.938,0.743,0,0,
2025/6/5,STERILIZER_01,556800,2388308,1.0,0.938,0.919,0,0,
2025/6/5,STERILIZER_02,556800,2388308,1.0,0.938,0.919,0,0,
2025/6/6,PACKAGER_A_01,576000,398588,0.692,0.0,0.0,0,0,
2025/6/6,PACKAGER_A_02,576000,398588,0.692,0.938,0.538,0,0,
2025/6/6,PACKAGER_A_03,576000,398588,0.692,0.938,0.538,0,0,
2025/6/6,PACKAGER_A_04,576000,398588,0.692,0.938,0.538,0,0,
2025/6/6,PACKAGER_A_05,576000,398588,0.692,0.938,0.538,0,0,
2025/6/6,PACKAGER_A_06,576000,398588,0.692,0.938,0.538,0,0,
2025/6/6,PACKAGER_B_01,576000,398588,0.692,0.938,0.538,0,0,
2025/6/6,PACKAGER_B_02,576000,398588,0.692,0.938,0.538,0,0,
2025/6/6,PACKAGER_B_03,576000,398588,0.692,0.938,0.538,0,0,
2025/6/6,PACKAGER_B_04,576000,398588,0.692,0.938,0.538,0,0,
2025/6/6,PACKAGER_B_05,576000,398588,0.692,0.938,0.538,0,0,
2025/6/6,PACKAGER_B_06,576000,398588,0.692,0.938,0.538,0,0,
2025/6/6,FILLER_01,537600,398434,0.741,0.938,0.681,0,0,
2025/6/6,FILLER_02,537600,398434,0.741,0.938,0.681,0,0,
2025/6/6,FILLER_03,537600,398434,0.741,0.938,0.681,0,0,
2025/6/6,FILLER_04,537600,398434,0.741,0.0,0.0,0,0,
2025/6/6,FILLER_05,537600,398434,0.741,0.938,0.681,0,0,
2025/6/6,FILLER_06,537600,398434,0.741,0.938,0.681,0,0,
2025/6/6,FILLER_07,537600,398434,0.741,0.938,0.681,0,0,
2025/6/6,FILLER_08,537600,398434,0.741,0.938,0.681,0,0,
2025/6/6,FILLER_09,537600,398434,0.741,0.938,0.681,0,0,
2025/6/6,FILLER_10,537600,398434,0.741,0.938,0.681,0,0,
2025/6/6,FILLER_11,537600,398434,0.741,0.938,0.681,0,0,
2025/6/6,STERILIZER_01,556800,2189378,1.0,0.938,0.919,0,0,
2025/6/6,STERILIZER_02,556800,2189378,1.0,0.938,0.919,0,0,
2025/6/7,PACKAGER_A_01,576000,485565,0.843,0.938,0.656,0,0,
2025/6/7,PACKAGER_A_02,576000,485565,0.843,0.938,0.656,0,0,
2025/6/7,PACKAGER_A_03,576000,485565,0.843,0.938,0.656,0,0,
2025/6/7,PACKAGER_A_04,576000,485565,0.843,0.938,0.656,0,0,
2025/6/7,PACKAGER_A_05,576000,485565,0.843,0.938,0.656,0,0,
2025/6/7,PACKAGER_A_06,576000,485565,0.843,0.938,0.656,0,0,
2025/6/7,PACKAGER_B_01,576000,485565,0.843,0.0,0.0,0,0,
2025/6/7,PACKAGER_B_02,576000,485565,0.843,0.938,0.656,0,0,
2025/6/7,PACKAGER_B_03,576000,485565,0.843,0.938,0.656,0,0,
2025/6/7,PACKAGER_B_04,576000,485565,0.843,0.0,0.0,0,0,
2025/6/7,PACKAGER_B_05,576000,485565,0.843,0.938,0.656,0,0,
2025/6/7,PACKAGER_B_06,576000,485565,0.843,0.938,0.656,0,0,
2025/6/7,FILLER_01,537600,434979,0.809,0.938,0.743,0,0,
2025/6/7,FILLER_02,537600,434979,0.809,0.938,0.743,0,0,
2025/6/7,FILLER_03,537600,434979,0.809,0.938,0.743,0,0,
2025/6/7,FILLER_04,537600,434979,0.809,0.938,0.743,0,0,
2025/6/7,FILLER_05,537600,434979,0.809,0.938,0.743,0,0,
2025/6/7,FILLER_06,537600,434979,0.809,0.938,0.743,0,0,
2025/6/7,FILLER_07,537600,434979,0.809,0.938,0.743,0,0,
2025/6/7,FILLER_08,537600,434979,0.809,0.938,0.743,0,0,
2025/6/7,FILLER_09,537600,434979,0.809,0.938,0.743,0,0,
2025/6/7,FILLER_10,537600,434979,0.809,0.0,0.0,0,0,
2025/6/7,FILLER_11,537600,434979,0.809,0.938,0.743,0,0,
2025/6/7,STERILIZER_01,556800,2389981,1.0,0.938,0.919,0,0,
2025/6/7,STERILIZER_02,556800,2389981,1.0,0.938,0.919,0,0,
2025/6/8,PACKAGER_A_01,576000,114953,0.2,0.938,0.155,0,0,
2025/6/8,PACKAGER_A_02,576000,114953,0.2,0.938,0.155,0,0,
2025/6/8,PACKAGER_A_03,576000,114953,0.2,0.938,0.155,0,0,
2025/6/8,PACKAGER_A_04,576000,114953,0.2,0.938,0.155,0,0,
2025/6/8,PACKAGER_A_05,576000,114953,0.2,0.938,0.155,0,0,
2025/6/8,PACKAGER_A_06,576000,114953,0.2,0.938,0.155,0,0,
2025/6/8,PACKAGER_B_01,576000,114953,0.2,0.0,0.0,0,0,
2025/6/8,PACKAGER_B_02,576000,114953,0.2,0.938,0.155,0,0,
2025/6/8,PACKAGER_B_03,576000,114953,0.2,0.938,0.155,0,0,
